,nb_proba,nb_log_proba,nb_label
0,0.9994806261,-0.000519508821483,1.0
1,0.552796647622,-0.592765070907,1.0
2,0.999999999665,-3.35489858173e-10,1.0
3,0.988767927943,-0.0112956281373,1.0
4,0.999782860627,-0.000217162950946,1.0
5,0.999829362227,-0.000170652332827,1.0
6,0.861828483035,-0.148699003714,1.0
7,0.999999911151,-8.88493900178e-08,1.0
8,0.999708929041,-0.000291113328586,1.0
9,0.987623240429,-0.0124539895591,1.0
10,0.997868755062,-0.00213351927231,1.0
11,0.99950879203,-0.000491328651705,1.0
12,0.999993671898,-6.32812160004e-06,1.0
13,0.937757434524,-0.0642639620063,1.0
14,0.992697515161,-0.00732927850139,1.0
15,0.987111668206,-0.012972106935,1.0
16,0.999697819705,-0.000302225960184,1.0
17,0.953028108561,-0.0481108809459,1.0
18,0.99996369795,-3.63027090202e-05,1.0
19,0.998945043985,-0.00105551287247,1.0
20,0.999984137531,-1.58625948217e-05,1.0
21,0.999973137838,-2.68625228231e-05,1.0
22,0.999372025259,-0.000628171999523,1.0
23,0.998398429717,-0.0016028541672,1.0
24,1.0,0.0,1.0
25,0.999990990473,-9.00956750632e-06,1.0
26,0.9945452577,-0.00546967373006,1.0
27,0.958459455326,-0.042428017521,1.0
28,0.993140649891,-0.00688298358655,1.0
29,0.999970151325,-2.98491207218e-05,1.0
30,0.990126928084,-0.00992213388599,1.0
31,0.999499230743,-0.00050089468359,1.0
32,0.993055989064,-0.00696823277584,1.0
33,0.766920056336,-0.265372712074,1.0
34,0.999999591175,-4.08825300693e-07,1.0
35,0.994957222004,-0.00505553570838,1.0
36,0.999715405209,-0.000284635296197,1.0
37,0.784473405639,-0.242742607143,1.0
38,0.99424498618,-0.00577163772297,1.0
39,0.98804755362,-0.0120244511979,1.0
40,0.990251219249,-0.00979661122684,1.0
41,0.942122911336,-0.0596195337922,1.0
42,0.982245650013,-0.0179138491478,1.0
43,0.990335899394,-0.00971110108313,1.0
44,0.00303430770561,-5.79777198408,0.0
45,0.999835615657,-0.000164397856068,1.0
46,0.998627311625,-0.0013736313747,1.0
47,0.999999999918,-8.24798007704e-11,1.0
48,0.999918709401,-8.12939032641e-05,1.0
49,0.314012865645,-1.15832132052,0.0
50,0.999801886664,-0.000198132963206,1.0
51,0.958408502764,-0.0424811798278,1.0
52,0.862860438455,-0.147502317715,1.0
53,0.332307748517,-1.10169378606,0.0
54,0.999999998846,-1.15433351833e-09,1.0
55,0.99972008123,-0.000279957954412,1.0
56,0.989184195058,-0.0108747209618,1.0
57,0.996955230649,-0.00304941409165,1.0
58,0.955850655695,-0.045153596026,1.0
59,0.994353610564,-0.00566239055374,1.0
60,0.983077166337,-0.0170676610646,1.0
61,0.997783916957,-0.00221854218856,1.0
62,0.988505636265,-0.0115609345518,1.0
63,0.997210566425,-0.00279333129513,1.0
64,0.998958571671,-0.00104197099223,1.0
65,0.999358286735,-0.000641919251294,1.0
66,0.753672058663,-0.282797941047,1.0
67,0.999998971684,-1.02831684504e-06,1.0
68,0.999074565793,-0.000925862685438,1.0
69,0.999930507105,-6.94953100365e-05,1.0
70,0.999999999991,-9.43600753094e-12,1.0
71,0.99808882791,-0.00191300070992,1.0
72,0.000296048980564,-8.12498564245,0.0
73,0.117023427403,-2.14538113002,0.0
74,0.508216675387,-0.676847395988,1.0
75,0.999942708286,-5.72933551695e-05,1.0
76,0.000507527283246,-7.5859600884,0.0
77,0.944642421472,-0.0569488130723,1.0
78,0.999999999839,-1.61094249065e-10,1.0
79,0.999983124887,-1.68752554259e-05,1.0
80,0.901206854865,-0.104020464078,1.0
81,0.919222130259,-0.0842274771727,1.0
82,0.156276152055,-1.85613063122,0.0
83,0.999999982334,-1.76657409152e-08,1.0
84,0.999999999945,-5.48538992022e-11,1.0
85,0.992546700126,-0.00748121450394,1.0
86,0.922304956233,-0.0808793549795,1.0
87,0.999244044918,-0.000756240960115,1.0
88,0.999822309375,-0.000177706414192,1.0
89,0.898966181691,-0.106509862914,1.0
90,0.999976302913,-2.36973679932e-05,1.0
91,0.996953554568,-0.00305109529295,1.0
92,0.998672991804,-0.00132788945068,1.0
93,0.220086873512,-1.51373293097,0.0
94,0.999999829923,-1.7007664613e-07,1.0
95,0.342557110901,-1.07131688803,0.0
96,0.874436713422,-0.134175356014,1.0
97,0.999963536782,-3.64638825729e-05,1.0
98,0.996698272081,-0.00330719065018,1.0
99,0.542576142395,-0.61142684877,1.0
100,0.99999998424,-1.57598947357e-08,1.0
101,0.645558959689,-0.437638733303,1.0
102,1.0,0.0,1.0
103,0.281441101778,-1.26783208321,0.0
104,0.995136357258,-0.00487550874277,1.0
105,0.999873414971,-0.000126593041415,1.0
106,0.963853316653,-0.0368161570975,1.0
107,0.99542269548,-0.0045878124558,1.0
108,0.587619532137,-0.531675594702,1.0
109,0.997938686747,-0.00206344068345,1.0
110,0.998865774394,-0.00113486932692,1.0
111,0.999940515808,-5.94859612164e-05,1.0
112,0.999971954953,-2.80454403452e-05,1.0
113,0.926398968961,-0.0764502851162,1.0
114,0.999086916514,-0.000913500600452,1.0
115,0.432953092553,-0.837125888134,0.0
116,0.976474804888,-0.0238063304444,1.0
117,0.999960054371,-3.99464264262e-05,1.0
118,0.99972557845,-0.000274459210463,1.0
119,0.987266620876,-0.0128151434282,1.0
120,0.998956942555,-0.00104360180839,1.0
121,0.999986374674,-1.36254190366e-05,1.0
122,0.99999931511,-6.84889911842e-07,1.0
123,0.992560095459,-0.00746771867269,1.0
124,0.99687803456,-0.00312684894124,1.0
125,0.886634572625,-0.120322362817,1.0
126,0.916676548744,-0.0870005965993,1.0
127,0.999992945242,-7.05478311152e-06,1.0
128,0.972812141301,-0.0275642870702,1.0
129,0.999941835566,-5.81661260135e-05,1.0
130,0.999999972908,-2.7092056632e-08,1.0
131,0.919436919892,-0.0839938399101,1.0
132,0.994482948377,-0.00553232676083,1.0
133,0.999419571596,-0.000580596917516,1.0
134,0.999998679398,-1.32060255711e-06,1.0
135,0.963755471822,-0.0369176764839,1.0
136,0.6735322709,-0.395219369061,1.0
137,0.998750985965,-0.00124979470357,1.0
138,0.999481252087,-0.000518882508771,1.0
139,0.990752138051,-0.00929088890133,1.0
140,0.00596272167683,-5.12222824496,0.0
141,0.9978138151,-0.00218857809128,1.0
142,0.994080260427,-0.00593733068871,1.0
143,0.999999894717,-1.05282992982e-07,1.0
144,0.793645062851,-0.231118941797,1.0
145,0.999964775345,-3.5225275397e-05,1.0
146,0.999573330794,-0.000426760255252,1.0
147,0.999266977505,-0.000733291287304,1.0
148,0.999011544793,-0.000988944051016,1.0
149,0.999994992396,-5.0076162097e-06,1.0
150,0.910763107071,-0.0934724516832,1.0
151,0.99999988262,-1.17380238868e-07,1.0
152,0.989257748642,-0.0108003659025,1.0
153,0.421317288413,-0.864369074967,0.0
154,0.883814940069,-0.123507582073,1.0
155,0.999966264514,-3.37360547747e-05,1.0
156,0.999999896426,-1.0357388195e-07,1.0
157,0.987701971027,-0.0123742754974,1.0
158,0.999999999994,-5.94013727097e-12,1.0
159,0.998862300553,-0.00113834711829,1.0
160,0.469249628425,-0.756620395364,0.0
161,0.389989846852,-0.941634573911,0.0
162,0.999989798146,-1.0201905809e-05,1.0
163,0.994960222363,-0.00505252014698,1.0
164,0.999899245175,-0.000100759900917,1.0
165,0.999365801708,-0.000634399481157,1.0
166,0.999999995749,-4.25066560632e-09,1.0
167,0.999999999987,-1.25623955683e-11,1.0
168,0.97471840839,-0.0256066616059,1.0
169,0.996986499105,-0.00301805063164,1.0
170,0.999729764989,-0.000270271531015,1.0
171,1.45830112566e-10,-22.6485787843,0.0
172,0.999226888242,-0.000773410763127,1.0
173,0.989693962856,-0.0103595120719,1.0
174,0.999568047209,-0.000432046108997,1.0
175,0.999710246952,-0.000289795035002,1.0
176,0.958586186601,-0.0422958023323,1.0
177,1.0,0.0,1.0
178,0.998839226041,-0.00116144817923,1.0
179,0.937345451101,-0.0647033868866,1.0
180,0.999999999867,-1.33127286981e-10,1.0
181,0.999994834704,-5.1653094317e-06,1.0
182,0.999997657078,-2.34292446062e-06,1.0
183,0.999999999991,-9.15179043663e-12,1.0
184,0.832534017345,-0.183281196287,1.0
185,0.99999971323,-2.86769619646e-07,1.0
186,0.989981473064,-0.0100690501057,1.0
187,0.758021810852,-0.277043119543,1.0
188,0.933621389911,-0.0686842870567,1.0
189,0.989824486962,-0.0102276374673,1.0
190,0.702242324383,-0.353476743093,1.0
191,0.999999306567,-6.93433165061e-07,1.0
192,0.999996822253,-3.17775166534e-06,1.0
193,0.999999999966,-3.44186901208e-11,1.0
194,0.999999967357,-3.26430153795e-08,1.0
195,0.999965857845,-3.41427383148e-05,1.0
196,1.0,0.0,1.0
197,0.999998528714,-1.47128676529e-06,1.0
198,0.999999962877,-3.71226178915e-08,1.0
199,0.999854168341,-0.000145842293406,1.0
200,0.993959202408,-0.00605911702309,1.0
201,0.999945848396,-5.4153070117e-05,1.0
202,0.999999999904,-9.58948476228e-11,1.0
203,0.999999612778,-3.87221945205e-07,1.0
204,0.840157301778,-0.174166140655,1.0
205,0.997949892556,-0.00205221179119,1.0
206,0.999999501244,-4.98755710543e-07,1.0
207,0.99999959511,-4.04890215611e-07,1.0
208,0.999991764002,-8.23603215853e-06,1.0
209,0.999999619861,-3.80138594357e-07,1.0
210,1.0,0.0,1.0
211,0.999999999994,-6.13908923699e-12,1.0
212,1.0,0.0,1.0
213,0.983989668292,-0.0161398816883,1.0
214,0.891906660377,-0.114393792711,1.0
215,0.997924971909,-0.00207718394427,1.0
216,0.989070129772,-0.0109900400939,1.0
217,0.996187113681,-0.00382017390029,1.0
218,0.990068477885,-0.00998116866529,1.0
219,0.997906544549,-0.0020956497914,1.0
220,1.0,0.0,1.0
221,0.993450132726,-0.00657141178158,1.0
222,0.999999974824,-2.51760638841e-08,1.0
223,0.999770732753,-0.000229293532769,1.0
224,0.989330583062,-0.0107267432905,1.0
225,0.982289447237,-0.0178692612715,1.0
226,8.83821537933e-11,-23.1493510468,0.0
227,0.999902336486,-9.76682832742e-05,1.0
228,0.999958085342,-4.1915536741e-05,1.0
229,0.956714280498,-0.0442504895795,1.0
230,0.999972659892,-2.73404816511e-05,1.0
231,0.999999999999,-6.536993169e-13,1.0
232,0.999832737599,-0.000167276391188,1.0
233,0.925133237718,-0.0778175110667,1.0
234,0.999718297543,-0.000281742143059,1.0
235,0.997562169672,-0.00244080667456,1.0
236,0.999396651333,-0.000603530754749,1.0
237,0.998543884692,-0.00145717647406,1.0
238,0.982243436554,-0.0179161026181,1.0
239,0.998674049718,-0.00132683013207,1.0
240,0.999999612693,-3.87307039725e-07,1.0
241,0.999999999938,-6.24424956205e-11,1.0
242,0.990219156702,-0.00982898994621,1.0
243,0.999753337227,-0.000246693199504,1.0
244,0.983984838552,-0.0161447900245,1.0
245,0.998563972095,-0.0014370599812,1.0
246,0.582579860755,-0.540289002931,1.0
247,0.99999999593,-4.07010248555e-09,1.0
248,0.988065182386,-0.0120066093353,1.0
249,0.0846600055229,-2.46911197865,0.0
250,0.999999999999,-6.25277607469e-13,1.0
251,0.999998477399,-1.52260183481e-06,1.0
252,1.0,-2.84217094304e-14,1.0
253,0.999990721069,-9.2789743462e-06,1.0
254,0.999798656513,-0.000201363759345,1.0
255,0.923361222361,-0.079734764202,1.0
256,0.999962085477,-3.7915242217e-05,1.0
257,0.207475602155,-1.5727415262,0.0
258,0.390255687268,-0.940953146296,0.0
259,0.999228747441,-0.000771550127332,1.0
260,0.84583241694,-0.167434027721,1.0
261,0.999992185699,-7.81433119813e-06,1.0
262,0.999982299505,-1.7700651263e-05,1.0
263,0.998142125123,-0.0018596028675,1.0
264,0.999800727319,-0.00019929253849,1.0
265,0.999996996022,-3.00398258446e-06,1.0
266,0.98187686335,-0.0182893722276,1.0
267,0.999992036216,-7.96381600312e-06,1.0
268,0.998521903474,-0.00147918998853,1.0
269,0.896516091892,-0.109239036414,1.0
270,0.999999999791,-2.0939694425e-10,1.0
271,0.999983395386,-1.66047518348e-05,1.0
272,0.999614550419,-0.000385523885797,1.0
273,1.58077395886e-05,-11.0550108905,0.0
274,0.998261775498,-0.00173973696717,1.0
275,0.994873678687,-0.00513950597672,1.0
276,0.480874673727,-0.732148596408,0.0
277,0.999928362501,-7.16400653502e-05,1.0
278,0.993616023044,-0.00640444168138,1.0
279,0.999990301958,-9.69808906608e-06,1.0
280,0.999977648791,-2.23514586253e-05,1.0
281,0.999175026852,-0.000825313625956,1.0
282,0.920426621394,-0.0829179975166,1.0
283,0.999806948118,-0.000193070518662,1.0
284,0.989864353174,-0.010187362237,1.0
285,0.999948159864,-5.18414798165e-05,1.0
286,1.88023801869e-05,-10.8815270905,0.0
287,0.991751345449,-0.008282862947,1.0
288,0.906693425899,-0.0979508949364,1.0
289,0.32926866289,-1.11088125693,0.0
290,0.992964922039,-0.00705994079883,1.0
291,0.985353908546,-0.0147544043255,1.0
292,0.999504167352,-0.000495955613914,1.0
293,0.0422517529346,-3.16410943646,0.0
294,0.788600430799,-0.237495511256,1.0
295,0.103240341728,-2.2706955941,0.0
296,0.999999920322,-7.96777328106e-08,1.0
297,0.999086916514,-0.000913500600452,1.0
298,0.997690251742,-0.00231241984113,1.0
299,0.99999994263,-5.73696183695e-08,1.0
300,0.783244563484,-0.244310290146,1.0
301,0.742255459997,-0.298061809357,1.0
302,0.715599743383,-0.334634285952,1.0
303,0.999984759877,-1.52402386959e-05,1.0
304,0.999883087695,-0.00011691913997,1.0
305,0.999548605029,-0.000451496880643,1.0
306,0.9999175208,-8.24826011012e-05,1.0
307,0.877785356557,-0.130353183848,1.0
308,0.999999991699,-8.3005602736e-09,1.0
309,0.998386879432,-0.00161442304751,1.0
310,0.989286331448,-0.0107714731353,1.0
311,0.703309025668,-0.351958902439,1.0
312,0.996419165502,-0.00358726103216,1.0
313,0.999998022187,-1.977814712e-06,1.0
314,0.99999983719,-1.62810181379e-07,1.0
315,0.99967196771,-0.000328086104627,1.0
316,0.999999978477,-2.15231637053e-08,1.0
317,0.945239951043,-0.0563164672716,1.0
318,0.999530179433,-0.000469930967185,1.0
319,0.991720070777,-0.00831439823637,1.0
320,0.0888015520973,-2.42135115056,0.0
321,0.996605145804,-0.00340062978916,1.0
322,0.999999993555,-6.44493527292e-09,1.0
